instrument_code,mission_name,before_name,after_name,before_description,after_description,changed
spase://SMWG/Instrument/Helios2/E6,Helios Mission,E6,Cosmic Ray Particles,Cosmic Ray Particles,"EnergeticParticleInstrument: The objective of the experiment (E6) was to study high-energy, charged, cosmic-ray particles of solar, planetary, and galactic origin in interplanetary space.",yes
spase://SMWG/Instrument/Helios2/Ephemeris,Helios Mission,Ephemeris,Helios 2 Position,Helios 2 Position,Platform: Helios 2 spacecraft position in various coordinate systems,yes
spase://SMWG/Instrument/Hawkeye/MAG,Hawkeye,MAG,Triaxial Fluxgate Magnetometer,Triaxial Fluxgate Magnetometer,"Magnetometer: A four-range, triaxial fluxgate magnetometer mounted on a 1.",yes
spase://SMWG/Instrument/Hawkeye/VLF,Hawkeye,VLF,Hawkeye VLF,Hawkeye VLF,LongWire: This experiment measured electric and magnetic fields using a 42.,yes
spase://SMWG/Instrument/ISIS1/SFS,ISIS Satellites,SFS,ISIS1 Swept-Frequency Sounder,ISIS1 Swept-Frequency Sounder,"Sounder: The ISIS 1 (International Satellites for Ionospheric Studies) Swept-Frequency Sounder measured the ionospheric electron density in the altitude range 300 to 3500 km, and provided correlative data for the other ISIS 1 experiments, particularly those measuring ionospheric parameters.",yes
spase://SMWG/Instrument/ISIS2/SFS,ISIS 2,SFS,ISIS2 Swept-Frequency Sounder,ISIS2 Swept-Frequency Sounder,"Sounder: The ISIS 2 (International Satellites for Ionospheric Studies) Swept-Frequency Sounder measured the ionospheric electron density in the altitude range 300 to 1400 km, and provided correlative data for the other ISIS 2 experiments, particularly those measuring ionospheric parameters.",yes
spase://SMWG/Instrument/IMP8/MAG,IMP Spacecraft Series,MAG,IMP 8 Magnetic Field Experiment,IMP 8 Magnetic Field Experiment,Magnetometer: The magnetic field experiment on the IMP-8 spacecraft utilizes a tri-axial fluxgate (saturable inductor) magnetometer.,yes
spase://SMWG/Instrument/IMP8/MCGUIRE,IMP Spacecraft Series,MCGUIRE,Solar and Cosmic-Ray Particles,Solar and Cosmic-Ray Particles,"EnergeticParticleInstrument: The GSFC cosmic-ray experiment was designed to measure energy spectra, composition, and angular distributions of solar and galactic electrons, protons, and heavier nuclei up to Z=30.",yes
spase://SMWG/Instrument/IMP8/PLS,IMP Spacecraft Series,PLS,IMP 8 Solar Plasma Faraday Cup,IMP 8 Solar Plasma Faraday Cup,"FaradayCup: A modulated split-collector Faraday cup, perpendicular to the spacecraft spin axis, was used to study the directional intensity of positive ions and electrons in the solar wind, transition region, and magnetotail.",yes
spase://SMWG/Instrument/IMP8/Ephemeris,IMP Spacecraft Series,Ephemeris,IMP 8 Spacecraft Position,IMP 8 Spacecraft Position,Platform: IMP 8 spacecraft position in various coordinate systems,yes
spase://SMWG/Instrument/Interball-2/SKA3,Interball-2,SKA3,Electron and proton distribution (SKA-3),Electron and proton distribution (SKA-3),"EnergeticParticleInstrument: The SKA-3 set of particle detectors is designed to measure distribution functions of electrons and ions (namely, H+, He+ and O+) in seven steps over the energy range 30 - 500 keV.",yes
spase://SMWG/Instrument/Interball-2/DOK2A,Interball-2,DOK2A,Electron and Proton Anisotropy (DOK-2A),Electron and Proton Anisotropy (DOK-2A),EnergeticParticleInstrument: The study of energetic particle acceleration and transport within the magnetosphere and on its boundaries is the main goal of this experiment.,yes
spase://SMWG/Instrument/Interball-2/PROMICS3,Interball-2,PROMICS3,Ion Composition and Energy (PROMICS-3),Ion Composition and Energy (PROMICS-3),"ElectrostaticAnalyser: PROMICS-3 is a plasma experiment and performs three-dimensional measurements of ions in the energy range 4 eV to 70 keV with mass separation (M = 1 - 32), and of electrons in the energy range 12 eV to 35 keV.",yes
spase://SMWG/Instrument/Interball-2/IMAP3,Interball-2,IMAP3,Three-Axis Magnetic Field (IMAP-3),Three-Axis Magnetic Field (IMAP-3),Magnetometer: The IMAP-3 magnetic field experiment is designed to study the following processes in the Earth's plasma environment: structure of the inner magnetosphere magnetic field; structure of the small scale field-aligned currents; dynamics of the field-aligned currents during substorms; and relation of the processes in the auroral zone and in the tail.,yes
spase://SMWG/Instrument/Interball-2/Ephemeris,Interball-2,Ephemeris,Interball-2 Orbit,Interball-2 Orbit,Platform: Interball Aurora Orbital modeling.,yes
spase://SMWG/Instrument/IBEX/Hi,IBEX,Hi,IBEX-Hi,IBEX-Hi,NeutralAtomImager: The IBEX-Hi instrument measures ENA's in six energy bands within the 0.,yes
spase://SMWG/Instrument/IBEX/Ephemeris,IBEX,Ephemeris,IBEX Spacecraft Ephemeris Instrument,Ephemeris,"Platform: Interstellar Boundary Explorer, IBEX, Spacecraft Ephemeris Virtual Instrument: The NASA Interstellar Boundary Explorer, IBEX, spacecraft was launched on October 19, 2008 to discover the interaction between the solar wind and the interstellar medium.",yes
spase://SMWG/Instrument/IBEX/Lo,IBEX,Lo,IBEX-Lo,IBEX-Lo,NeutralAtomImager: The IBEX-Lo instrument measures ENA's in eight energy bands within the 0.,yes
spase://SMWG/Instrument/ICON/MIGHTI,Ionospheric Connection Explorer,MIGHTI,Michelson Interferometer for Global High-resolution Thermospheric Imaging,Michelson Interferometer for Global High-resolution Thermospheric Imaging,Interferometer: The MIGHTI instrument measures the horizontal wind speed and direction (the wind vector).,yes
spase://SMWG/Instrument/ICON/FUV,Ionospheric Connection Explorer,FUV,The Far Ultra Violet Imaging Spectrograph,The Far Ultra Violet Imaging Spectrograph,Imager: The FUV instrument takes 2D images of the Earth’s horizon in the Far ultraviolet.,yes
spase://SMWG/Instrument/ICON/EUV,Ionospheric Connection Explorer,EUV,The Extreme Ultraviolet Spectrograph,The Extreme Ultraviolet Spectrograph,ImagingSpectrometer: The EUV instrument is a one-dimensional imaging spectrograph that views a vertical wedge of the sky.,yes
spase://SMWG/Instrument/ICON/IVM,Ionospheric Connection Explorer,IVM,The Ion Velocity Meter,The Ion Velocity Meter,"IonDrift: The IVM consists of two planar thermal ion sensors, a retarding potential analyzer (RPA) and an ion drift meter (IDM).",yes
spase://SMWG/Instrument/Ground/Thule.Air.Base/Magnetometer,Thule Air Base Geophysical Observatory,Magnetometer,Thule Air Base Magnetometer,Thule Air Base Magnetometer,Magnetometer: Thule Air Base (TAB) Geophysical Observatory Magnetometer,yes
spase://SMWG/Instrument/Ground/Vostok/Magnetometer,IAGA,Magnetometer,Vostok Magnetometer,Vostok Magnetometer,Magnetometer: Magnetometer located at the station with the IAGA identifier VOS,yes
spase://SMWG/Instrument/IMAGE/EUV,IMAGE,EUV,Extreme Ultraviolet Imager (EUV),Extreme Ultraviolet Imager (EUV),Imager: The Extreme Ultraviolet Imager (EUV) of the IMAGE mission observes the distribution of He+ in Earth's plasmasphere by detecting its resonantly-scattered emission at 30.,yes
spase://SMWG/Instrument/IMAGE/RPI,IMAGE,RPI,Radio Plasma Imager (RPI),Radio Plasma Imager (RPI),LongWire: The main science objective of the Radio Plasma Imager (RPI) was to characterize plasma in the Earth's magnetosphere utilizing imaging in the radio frequency range.,yes
spase://SMWG/Instrument/IMAGE/HK,IMAGE,HK,IMAGE HK - Housekeeping,IMAGE HK - Housekeeping,"Platform: The housekeeping functions for the IMAGE mission include the Attitude Determination System, Autonomous Star Tracker, Communication Systems, Flight Software, Power Systems and Thermal Housekeeping.",yes
spase://SMWG/Instrument/IMAGE/Ephemeris,IMAGE,Ephemeris,IMAGE Positions,IMAGE Positions,Platform: IMAGE spacecraft positions in various coordinate systems,yes
spase://SMWG/Instrument/ISEE3/Ephemeris,ISEE Mission,Ephemeris,ISEE 3 Position,ISEE 3 Position,Platform: ISEE 3 spacecraft position in GSE coordinate system,yes
spase://SMWG/Instrument/ISEE3/MAG,ISEE Mission,MAG,ISEE 3 Vector Helium Magnetometer,ISEE 3 Vector Helium Magnetometer,Magnetometer: The instrumentation for this experiment consisted of a boom-mounted triaxial vector helium magnetometer.,yes
spase://SMWG/Instrument/ISEE3/SWP,ISEE Mission,SWP,ISEE 3 Solar Wind Plasma,ISEE 3 Solar Wind Plasma,ElectrostaticAnalyser: The ISEE 3 SWP instrument provides 2-D and 3-D distribution functions for protons (150eV-7keV) and electrons (10eV-1keV).,yes
spase://SMWG/Instrument/ISEE1/MAG,ISEE 1,MAG,"ISEE 1 Fluxgate Magnetometer, Tri-axial","ISEE 1 Fluxgate Magnetometer, Tri-axial","Magnetometer: The magnetic fields investigation selected for ISEE 1 and 2 had as its principal objectives the study of the magnetic signatures of magnetospheric phenomena and magnetohydrodynamic waves in and around the magnetosphere, and to provide supporting data for other experiments on the spacecraft such as the electric field, particle and plasma wave investigations.",yes
spase://SMWG/Instrument/ISEE1/VES,ISEE 1,VES,ISEE 1 Vector Electron Spectrometer (VES),ISEE 1 Vector Electron Spectrometer (VES),ElectrostaticAnalyser: Two triaxial systems of 127-deg cylindrical electrostatic analyzers were used to make three-dimensional measurements of the electron distribution function.,yes
spase://SMWG/Instrument/ISEE1/FPE,ISEE 1,FPE,ISEE 1 Fast Plasma Experiment (FPE) and Solar Wind Ion Experiment (SWE),ISEE 1 Fast Plasma Experiment (FPE) and Solar Wind Ion Experiment (SWE),"ElectrostaticAnalyser: This experiment was designed, in conjunction with a similar instrument (77-102B-01) provided by G.",yes
spase://SMWG/Instrument/ISEE1/PWE,ISEE 1,PWE,ISEE-1 Plasma wave experiment,ISEE-1 Plasma wave experiment,"Antenna: This experiment, in conjunction with a similar (but simpler) experiment on ISEE 2, was designed to measure wave phenomena occurring within the magnetosphere and solar wind.",yes
spase://SMWG/Instrument/ISEE2/MAG,ISEE Mission,MAG,"ISEE 2 Fluxgate Magnetometer, Tri-axial","ISEE 2 Fluxgate Magnetometer, Tri-axial","Magnetometer: The magnetic fields investigation selected for ISEE 1 and 2 had as its principal objectives the study of the magnetic signatures of magnetospheric phenomena and magnetohydrodynamic waves in and around the magnetosphere, and to provide supporting data for other experiments on the spacecraft such as the electric field, particle and plasma wave investigations.",yes
spase://SMWG/Instrument/ISEE2/FPE,ISEE Mission,FPE,ISEE 2 Fast Plasma Experiment,ISEE 2 Fast Plasma Experiment,"ElectrostaticAnalyser: This experiment was designed to study plasma velocity distributions and their spatial and temporal variations in the solar wind, bow shock, magnetosheath, magnetopause, and magnetotail (within the magnetosphere).",yes
spase://SMWG/Instrument/ISS/AMS-02,International Space Station,AMS-02,"International Space Station, Alpha Magnetic Spectrometer-02, AMS-02","International Space Station, Alpha Magnetic Spectrometer-02, AMS-02","Spectrometer: The Alpha Magnetic Spectrometer (AMS-02) is a State-of-the-Art Particle Physics Detector constructed, tested and operated by an International Team composed of 60 Institutes from 16 Countries and organized under United States Department of Energy (DOE) Sponsorship.",yes
spase://SMWG/Instrument/ISS/TEPC,International Space Station,TEPC,"International Space Station, Tissue-Equivalent Dose Analyzer, TEPC","International Space Station, Tissue-Equivalent Dose Analyzer, TEPC","Unspecified: International Space Station, Tissue-Equivalent Dose Analyzer, TEPC.",yes
spase://SMWG/Instrument/ISS/FPMU,International Space Station,FPMU,"International Space Station, Floating Potential Measurement Unit, FPMU","International Space Station, Floating Potential Measurement Unit, FPMU","LangmuirProbe: International Space Station, Floating Potential Measurement Unit.",yes
spase://SMWG/Instrument/Interball-1/MIFM,Interball-1,MIFM,Multicomponent Investigations of Fluctuations of Magnetic Fields (MIF-M),Multicomponent Investigations of Fluctuations of Magnetic Fields (MIF-M),"Magnetometer: The MIF-M instrument on the Interball Tail Probe consists of triaxial fluxgate sensors (DC: 0 - 2 Hz and AC: 2 - 25 Hz), a search-coil measuring the AC magnetic field along the spacecraft Z-axis at 1 Hz - 40 kHz, and a filter bank with seven analog passband filters.",yes
spase://SMWG/Instrument/Interball-1/FM3I,Interball-1,FM3I,Fluxgate DC Magnetometer FM-3I,Fluxgate DC Magnetometer FM-3I,Magnetometer: The FM-3I instrument consists of two flux-gate magnetometers M1 and M2 covering two different ranges: -200 to +200 nT and -1000 to +1000 nT.,yes
spase://SMWG/Instrument/Interball-1/FGMI,Interball-1,FGMI,Interball-1 Tri-axial Fluxgate Magnetometer FGM-I,Interball-1 Tri-axial Fluxgate Magnetometer FGM-I,Magnetometer: The FGM-I instrument on the Interball Tail Probe consists of a triaxial fluxgate magnetometer and a Langmuir split probe plasma current sensor.,yes
spase://SMWG/Instrument/Interball-1/AKR2,Interball-1,AKR2,Kilometric Radioemission 100 KHz - 1.5 MHz (AKR-2),Kilometric Radioemission 100 KHz - 1.5 MHz (AKR-2),"Antenna: The AKR-2 instrument records the intensity of electromagnetic emission in the frequency range of 100 - 1500 KHz in 6 frequency channels at 100, 250, 500, 750, 1000, and 1500 KHz.",yes
spase://SMWG/Instrument/Interball-1/CORALL,Interball-1,CORALL,Interball-1 Wide-range 3D Ion Spectrometer (CORALL),Interball-1 Wide-range 3D Ion Spectrometer (CORALL),EnergeticParticleInstrument: CORALL is a hemispherical electrostatic ion energy spectrometer with a fan-shaped field-of-view of 10 x 150 degrees.,yes
spase://SMWG/Instrument/Interball-1/ELECTRON,Interball-1,ELECTRON,3D Electron Distribution Function (ELECTRON),3D Electron Distribution Function (ELECTRON),"QuadrisphericalAnalyser: The objective of the ELECTRON experiment is to perform 3-D measurements of the plasma electrons in the energy range from 10 eV to 26 keV, with good angular resolution, sensitivity and large dynamical range.",yes
spase://SMWG/Instrument/Interball-1/DOK2,Interball-1,DOK2,Energetic Proton/Electron Spectrometer DOK-2,Energetic Proton/Electron Spectrometer DOK-2,EnergeticParticleInstrument: The study of energetic particle acceleration and transport within the magnetosphere and on its boundaries is the main goal of this experiment.,yes
spase://SMWG/Instrument/Interball-1/SKA2,Interball-1,SKA2,Low and Energetic Charged Particle Composition and Anisotropy (SKA-2),Low and Energetic Charged Particle Composition and Anisotropy (SKA-2),EnergeticParticleInstrument: This instrument makes measurements of the solar wind ion fluxes and energy-angular distributions of H+ and He++ around the Sun direction with high time resolution.,yes
spase://SMWG/Instrument/Interball-1/PROMICS3,Interball-1,PROMICS3,Ion Composition 3D Spectrometer (PROMICS-3),Ion Composition 3D Spectrometer (PROMICS-3),"MassSpectrometer: PROMICS-3 is a plasma experiment and performs three-dimensional measurements of ions in the energy range 4 eV to 70 keV with mass separation (M = 1 - 32), and of electrons in the energy range 12 eV to 35 keV.",yes
spase://SMWG/Instrument/Interball-1/VDP,Interball-1,VDP,Omnidirectional Plasma Sensor Faraday Cups (VDP),Omnidirectional Plasma Sensor Faraday Cups (VDP),FaradayCup: The VDP instrument was designed for determination of the integral flux vector or integral energetic spectrum over the range 0.,yes
spase://SMWG/Instrument/Interball-1/Ephemeris,Interball-1,Ephemeris,Interball-1 Orbit,Interball-1 Orbit,Platform: Interball Tail orbital and attitude modeling,yes
spase://SMWG/Instrument/Magion-4/Ephemeris,Magion-4,Ephemeris,Magion-4 Orbit,Magion-4 Orbit,Platform: Interball Tail orbital and attitude modeling,yes
